folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
95001,1,82001,5,1,5,2,1,36,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,3,1,-17,1,-18,-18,-18,-18,-18,1,21,21037,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,3,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,899,719,996,2,1,-34,-34,777,7,2,1,1,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51052,51052082001,38.0221218120524
215702,1,82002,2,1,4,2,1,43,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,5,3,2,0,2,1,1,19,19006,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,3,4,899,313,996,2,8,2,2020,1,5,2,1,1,1,1,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,3,6,2,2,2,2,2,2,20,2017,2020,2,2,2,-48,5,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,21042,21042082002,50.7340460607715
938801,1,312001,2,1,4,2,1,47,1,-2,2,1,8,-7,-7,4,3,1,1,96,4,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,5,3,2,0,2,1,1,1,1001,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,899,996,996,1,1,-34,-34,777,7,2,1,1,1,1,1,1,5,1,5,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,21042,21042312001,57.8172796373546
714802,1,252002,2,1,4,2,1,39,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,5,3,2,0,2,1,1,19,19006,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,6,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,899,499,996,1,1,-34,-34,5,5,2,1,1,1,1,1,1,4,1,6,1,1,280270001,5,2,-39,-39,-39,2,-40,7,2,-42,-42,-42,-42,-42,-42,-42,-42,2,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,3,1,21042,21042252002,59.7054565675059
729501,1,232001,4,1,1,3,1,27,1,-2,2,1,5,2,2,3,0,-10,-10,-10,0,1,1,3,3,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,9,9017,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,1,2,2,-31,12,5,2200,1,3,1,7,485,4,2,2,-32,2,2,2,2,3,-33,-33,899,713,996,8,1,-34,-34,997,97,2,1,2,1,2,1,2,3,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,6,2,1,41013,41013232001,98.0491404946046
16203,1,22003,2,1,2,2,1,34,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,5,2,5,1,-17,6,3,3,0,2,1,1,11,11020,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,6,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,899,999,996,1,1,-34,-34,1,2,2,1,1,2,2,2,2,3,2,-37,1,1,280270001,5,2,-39,-39,-39,2,-40,7,2,-42,-42,-42,-42,-42,-42,-42,-42,2,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,3,1,21022,21022022003,128.8417809
334501,1,122001,4,1,1,3,1,29,1,-2,2,1,7,-8,-8,2,0,-10,-10,-10,0,1,1,1,9,-15,-15,-15,2,2,2,2,5,1,-17,4,2,2,0,1,1,1,1,1001,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,1,2,2,-31,12,5,2000,1,3,1,4,485,3,2,2,-32,2,2,1,1,2,-33,-33,899,996,996,2,1,-34,-34,997,97,2,2,2,1,1,2,1,4,1,5,1,1,80370001,3,2,-39,-39,-39,1,2,5,1,48,48135,4813553388,2,2,2,1,2,1,777,7,1,3,1,1,6,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,7,3,1,41013,41013122001,189.3961878341
286302,1,102002,4,1,1,3,1,54,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,5,-15,-15,-15,2,2,6,2,5,1,-17,5,1,3,1,2,1,1,12,12009,97,1,-20,-20,-20,-20,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,1,1,2,-31,8,6,2000,1,3,1,1,485,3,2,2,-32,2,2,2,2,3,-33,-33,899,731,996,2,1,-34,-34,997,97,2,1,2,1,2,2,2,3,1,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,1,6,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,6,2,1,41013,41013102002,321.4522454065
429002,1,152002,2,1,3,2,1,46,1,-2,2,1,8,-7,-7,4,3,1,1,96,4,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,5,3,2,0,2,1,1,19,19039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,3,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,835,899,996,2,1,-34,-34,777,7,2,1,1,1,1,1,2,5,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,21032,21032152002,86.3853464284941
443802,1,172002,5,1,4,2,1,34,1,-2,2,1,4,2,2,2,0,-10,-10,-10,2,1,1,3,3,-15,-15,-15,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,25,25006,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,5,-30,2,-31,12,7,9999999,99,99,1,1,485,3,2,2,-32,2,2,2,2,3,-33,-33,834,996,996,4,97,2,2019,997,97,2,1,2,2,1,2,1,4,2,-37,1,1,260430001,3,2,-39,-39,-39,3,-41,-41,1,4,4023,402349640,3,2,2,1,2,1,777,7,1,6,1,20,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,6,3,1,51042,51042172002,45.7766334935
884502,1,282002,5,1,5,2,1,36,1,-2,2,1,8,-7,-7,0,-9,-9,-9,-9,-9,1,1,1,9,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,14,14039,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,15,2,3,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,834,899,996,1,1,-34,-34,997,97,2,1,2,2,2,1,2,5,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,7,2,1,51052,51052282002,51.2541793771396
159402,1,62002,2,1,2,2,1,41,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,6,4,2,0,2,1,1,22,22014,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,834,996,996,1,1,-34,-34,6,5,2,1,1,1,1,1,1,4,1,5,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,21022,21022062002,75.1065778318294
414003,1,152003,2,1,4,2,1,47,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,5,-15,-15,-15,2,2,6,2,5,1,-17,7,3,4,0,3,1,1,1,1003,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,1,2,2,-31,8,6,1500,1,3,2,4,485,3,2,2,-32,2,2,2,2,3,-33,-33,834,996,996,2,1,-34,-34,1,2,2,1,2,2,2,2,2,3,2,-37,1,1,280270001,5,2,-39,-39,-39,2,-40,7,2,-42,-42,-42,-42,-42,-42,-42,-42,2,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,6,3,1,21042,21042152003,104.696155018709
61003,1,42003,5,1,3,2,1,29,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,25,25007,1,2,1,26,26030,2,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,1250,1,3,1,3,461,1,2,2,-32,2,2,2,2,2,-33,-33,834,312,996,2,1,-34,-34,997,97,2,1,2,1,2,2,1,5,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,2,2014,2016,1,2,2,-48,3,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,4,6,2,1,51032,51032042003,108.991984474797
14503,1,22003,2,1,2,2,1,33,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,6,3,3,0,2,1,1,14,14120,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,1,2,2,-31,8,6,1500,1,3,3,3,485,3,2,2,-32,2,2,2,2,3,-33,-33,834,421,996,2,1,-34,-34,2,2,2,1,2,2,2,2,2,3,2,-37,1,1,280270001,5,2,-39,-39,-39,2,-40,7,2,-42,-42,-42,-42,-42,-42,-42,-42,2,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,6,3,1,21022,21022022003,128.8417809
625102,1,242002,4,1,2,2,1,58,1,-2,2,1,8,-7,-7,1,1,1,1,4,1,1,1,3,2,-15,-15,-15,2,2,4,2,3,1,-17,5,2,3,0,2,1,1,10,10005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,6,-27,-27,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,819,996,996,2,1,-34,-34,5,5,2,1,2,2,2,2,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,41022,41022242002,35.2280960070698
737501,1,242001,5,1,3,2,2,26,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,5,0,5,0,3,2,1,26,26058,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,819,996,996,2,97,2,2018,4,2,2,1,2,2,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51032,51032242001,44.6867136517703
816201,1,272001,2,1,3,2,1,29,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,2,2,-15,-15,-15,2,2,6,2,6,2,2,5,1,4,0,2,2,1,24,24008,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,819,996,996,1,2,2,2018,2,5,2,1,2,1,2,1,2,3,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,3,2,1,21032,21032272001,72.9226950364941
320403,1,102003,4,1,1,2,2,65,1,-2,2,1,2,2,2,1,0,-10,-10,-10,1,1,1,6,1,-14,-14,1,2,2,6,2,5,2,1,2,0,0,2,0,2,1,15,15013,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,815,996,996,8,1,-34,-34,997,97,2,1,2,1,1,1,1,3,2,-37,1,2,80370001,5,2,-39,-39,-39,7,-41,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,2,997,97,2,-43,-43,-43,-43,1,2,1,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,3,1,41012,41012102003,39.8138937356077
277803,1,92003,4,1,3,2,2,65,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,8,8040,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,815,961,996,4,1,-34,-34,3,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,-1,4,2,1,41032,41032092003,69.6965646977621
437803,1,162003,5,1,5,2,2,27,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,5,0,4,1,2,2,1,25,25017,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,4,-27,-27,3,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,815,996,996,2,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51052,51052162003,95.9129463639797
215103,1,72003,4,1,1,2,2,47,1,-2,2,1,2,2,2,4,0,-10,-10,-10,4,1,1,3,3,-15,-15,-15,2,2,6,2,5,2,1,6,1,3,2,3,2,1,9,9015,2,1,-20,-20,-20,-20,2,2,1,1,2,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,815,996,996,4,1,-34,-34,1,5,2,1,2,1,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,41012,41012072003,129.413023278867
769601,1,262001,1,2,1,2,1,29,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,3,8,-15,-15,-15,2,2,3,2,2,1,-17,1,-18,-18,-18,-18,-18,1,7,7113,97,1,-20,-20,-20,-20,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,812,999,996,1,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,6,1,1,280320001,1,2,-39,-39,-39,5,-41,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,2,8,1,1,6,1,3,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,1,2,2,-1,7,3,1,12012,12012262001,2469.98063097843
950001,1,312001,5,1,3,3,2,34,1,-2,2,1,8,-7,-7,4,2,1,1,4,4,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,5,2,3,0,1,2,1,26,26042,1,1,-20,-20,-20,-20,1,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,751,996,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,5,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,51033,51033312001,56.2094476366585
420802,1,142002,6,2,2,3,2,35,1,-2,2,1,8,-7,-7,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,6,0,5,0,3,2,1,14,14039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,511,1,1,1,2,8,6,1850,1,3,1,3,722,1,2,2,2,2,2,2,2,2,-33,-33,751,996,999,2,1,-34,-34,777,7,2,1,2,1,2,2,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,4,2,1,62023,62023142002,75.99460064
45403,1,32003,5,1,5,2,2,68,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,4,1,-17,4,1,2,1,1,2,1,25,25015,1,1,-20,-20,-20,-20,1,2,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,751,282,996,4,99,2,9997,2,5,2,1,2,2,1,2,1,4,2,-37,1,1,260430001,1,2,-39,-39,-39,4,-41,-41,1,4,4013,401327820,3,1,2,2,2,1,997,97,1,6,1,30,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,1,1,2,2,2,2,2,-1,4,3,1,51052,51052032003,86.5852602473718
595502,1,222002,2,1,4,3,1,34,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,5,1,-14,-14,1,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,32,32054,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,751,4,-30,2,-31,8,7,9999999,99,99,2,2,311,5,2,1,-32,2,1,1,2,3,-33,-33,751,996,996,1,2,1,-35,777,7,2,1,2,2,2,2,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,1,2,2,2,2,2,97,97,97,97,2,2,2,2,1,2,1,21043,21043222002,128.754133465059
770701,1,252001,4,1,2,1,1,29,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,5,1,4,0,2,2,1,5,5035,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,751,1,2,2,-31,9,6,1200,1,3,1,2,311,1,2,2,-32,2,2,2,2,3,-33,-33,751,996,996,2,1,-34,-34,997,97,2,1,2,2,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,2,4,2,1,41021,41021252001,135.051884635987
16302,1,22002,5,1,5,2,2,34,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,2,9,-15,-15,-15,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,18,18004,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,739,996,996,1,1,-34,-34,777,7,2,1,2,1,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,7,2,1,51052,51052022002,39.3777492455067
