folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
40002,1,12002,7,1,1,3,2,41,1,-2,2,1,8,-7,-7,1,0,-10,-10,-10,1,1,1,3,3,-15,-15,-15,2,2,3,2,5,2,1,2,0,2,0,1,2,1,22,22011,99,2,1,2,2001,97,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,4,-27,-27,6,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,961,996,996,8,2,2,2017,777,7,2,1,2,1,1,1,1,5,2,-37,1,2,20040001,2,2,-39,-39,-39,5,-41,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,2,2,2,1,3,1,5,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,3,1,71013,71013012002,330.681292305595
62402,1,32002,4,1,1,2,2,69,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,4,1,-14,-14,1,2,2,6,2,4,2,4,6,2,3,1,2,2,1,9,9017,2,2,1,15,15106,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,961,996,996,4,1,-34,-34,5,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,1,2,1,2,2,2,2,-1,1,2,1,41012,41012032002,348.612897903559
609002,1,232002,4,1,1,2,1,70,1,-2,2,1,8,-7,-7,1,0,-10,-10,-10,1,1,1,4,1,-14,-14,1,2,2,6,2,4,2,4,5,0,4,1,3,2,1,30,30193,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,961,996,996,8,1,-34,-34,777,7,2,1,2,1,2,1,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,-1,1,2,1,41012,41012232002,382.583458612106
264702,1,82002,7,1,1,3,2,30,1,-2,2,1,7,-8,-8,2,1,1,1,96,1,1,1,2,2,-15,-15,-15,2,2,6,2,2,2,2,3,1,2,0,1,1,1,15,15024,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,962,5,-30,2,-31,8,5,250,1,2,3,2,814,8,2,2,2,2,2,2,2,98,99,99,961,996,996,2,1,-34,-34,999,99,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,1,71013,71013082002,1258.02888544426
539001,1,192001,5,1,1,2,2,27,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,5,0,5,0,2,2,1,17,17007,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,4,-27,-27,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,959,996,996,4,2,1,-35,997,97,2,1,2,1,1,2,2,0,2,-37,1,1,260430001,1,2,-39,-39,-39,3,-41,-41,1,4,4021,402110530,3,2,2,1,1,1,777,7,1,6,1,3,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,3,1,51012,51012192001,39.6730823576797
211201,1,102001,5,1,5,3,1,45,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,6,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,25,25012,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,959,996,996,1,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,7,2,1,51053,51053102001,43.3476692716261
876201,1,292001,4,1,3,2,2,41,1,-2,2,1,4,2,2,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,8,8040,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,1,8,5,900,1,3,97,2,465,1,2,2,2,2,2,2,2,3,-33,-33,959,996,996,4,2,2,2019,1,1,2,1,2,2,2,2,2,0,-36,-36,1,1,80370001,2,2,-39,-39,-39,3,-41,-41,1,8,8031,803120000,3,1,2,2,2,1,4,5,1,6,1,9,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,1,41032,41032292001,43.7539866898802
739601,1,242001,5,1,3,2,2,25,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,8,-15,-15,-15,2,2,6,2,6,2,2,5,0,4,0,3,2,1,26,26058,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,959,996,996,2,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,7,2,1,51032,51032242001,44.6867136517703
739701,1,242001,5,1,3,2,1,29,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,26,26017,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,959,996,996,3,97,2,2020,997,97,2,1,2,2,2,2,2,0,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51032,51032242001,44.6867136517703
953901,1,312001,5,1,3,3,2,32,1,-2,2,1,3,2,2,2,0,-10,-10,-10,2,1,1,3,3,-15,-15,-15,2,2,6,2,4,1,-17,3,0,3,0,1,1,1,26,26017,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,959,996,996,4,97,2,2019,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,-1,6,2,1,51033,51033312001,56.2094476366585
363601,1,152001,2,1,2,2,1,34,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,24,24015,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,1,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,959,996,996,1,1,-34,-34,1,5,2,1,2,2,2,1,2,6,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,21022,21022152001,61.7490562845495
705802,1,242002,1,2,2,3,2,28,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,2,2,-15,-15,-15,2,2,4,2,1,1,-17,2,0,2,0,2,2,1,32,32010,2,1,-20,-20,-20,-20,2,2,1,2,2,2,2,2,2,2,1,2,2,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,1000,1,3,1,2,465,1,2,2,2,2,2,2,2,3,-33,-33,959,941,751,3,2,1,-35,997,97,2,1,1,1,2,1,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,1,2,4,3,2,1,12023,12023242002,250.734498730625
849901,1,282001,1,2,2,3,1,31,1,-2,2,1,8,-7,-7,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,4,2,5,2,1,2,0,2,0,2,2,1,27,27003,2,2,1,28,28041,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,959,499,255,8,1,-34,-34,777,7,2,1,2,1,1,1,1,5,2,-37,1,1,280320001,1,2,-39,-39,-39,5,-41,-41,1,48,48215,4821545384,2,2,2,2,2,98,6,1,1,6,1,3,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,-1,4,3,1,12023,12023282001,252.075324889325
58101,1,72001,1,2,2,2,2,31,1,-2,2,1,7,-8,-8,2,2,1,1,96,2,1,1,6,1,-14,-14,1,2,2,6,2,3,1,-17,3,2,1,0,1,1,1,30,30155,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,962,1,2,2,-31,10,6,800,1,3,1,2,814,5,2,2,2,2,2,2,2,3,-33,-33,959,996,996,2,1,-34,-34,3,5,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,2,2,1,12022,12022072001,286.138709099431
488301,1,172001,1,2,2,2,1,35,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,2,6,-15,-15,-15,2,2,3,2,2,1,-17,1,-18,-18,-18,-18,-18,1,29,29005,2,1,-20,-20,-20,-20,2,2,1,97,1,97,97,1,2,2,2,2,2,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,1100,1,3,1,2,461,1,2,2,-32,2,2,2,2,1,11,96,959,312,962,2,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,7,2,1,12022,12022172001,310.977063564044
133701,1,92001,1,2,2,2,2,20,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,3,3,-15,-15,-15,2,2,3,2,2,2,2,3,1,2,0,2,2,1,30,30013,2,1,-20,-20,-20,-20,2,2,1,1,97,97,97,1,97,97,97,97,97,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,959,996,996,2,1,-34,-34,6,5,2,1,2,1,2,1,1,4,1,7,1,2,280320001,1,2,-39,-39,-39,5,-41,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,2,6,1,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,3,1,12022,12022092001,345.847526072957
621202,1,232002,5,1,5,3,1,37,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,99,99,99,99,99,1,2,2,6,2,5,1,-17,3,0,3,0,3,1,1,26,26035,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,952,996,996,2,97,2,2020,10,1,2,1,2,2,2,2,1,0,-36,-36,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,99,2,1,51053,51053232002,38.6426126902328
754301,1,252001,5,1,5,3,2,39,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,25,25006,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,951,996,996,4,98,2,2019,997,97,2,1,2,2,1,1,1,4,2,-37,1,1,260430001,3,2,-39,-39,-39,3,-41,-41,1,4,4019,401977000,3,2,2,1,2,1,997,97,1,3,1,8,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,-1,6,3,1,51053,51053252001,52.316152564
882302,1,282002,4,1,3,2,1,27,1,-2,2,1,8,-7,-7,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,2,1,-17,4,2,2,0,2,1,1,8,8037,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,511,1,2,2,-31,8,6,1800,1,3,1,2,722,1,2,2,-32,2,2,2,2,3,-33,-33,941,996,996,5,1,-34,-34,777,7,2,1,2,2,2,2,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,4,2,1,41032,41032282002,33.1197095888714
67102,1,32002,5,1,1,2,2,58,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,2,0,2,0,1,2,1,25,25013,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,941,499,996,4,3,2,2019,3,3,2,1,2,2,1,2,2,0,2,-37,1,1,260430001,1,2,-39,-39,-39,3,-41,-41,1,4,4013,401355000,2,1,2,2,2,1,3,3,1,6,1,20,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,3,1,51012,51012032002,47.6839932190422
155502,1,52002,2,1,3,3,1,40,1,-2,2,1,2,2,2,0,-9,-9,-9,-9,-9,1,1,1,2,-15,-15,-15,2,2,6,2,2,2,5,2,0,2,0,2,2,1,22,22003,97,1,-20,-20,-20,-20,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,941,999,996,2,1,-34,-34,7,1,2,1,2,1,1,2,2,1,-36,-36,1,1,280270001,3,2,-39,-39,-39,4,-41,-41,1,6,6001,600100674,3,2,2,2,2,1,777,7,1,4,1,10,6,2,2,2,2,2,2,2,2010,2010,2,1,1,721,4,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,3,3,1,21033,21033052002,104.826374123506
60502,1,32002,4,1,1,2,2,59,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,5,0,5,0,2,2,1,23,23001,2,2,1,9,9016,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,941,961,996,4,1,-34,-34,5,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,5,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41012,41012032002,348.612897903559
19602,1,22002,4,1,2,3,1,24,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,5,1,4,0,2,2,1,8,8032,2,1,-20,-20,-20,-20,2,2,1,1,1,2,2,2,2,1,2,1,2,1,-23,2,2,1,5,3,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,922,611,996,1,1,-34,-34,6,5,2,1,2,2,2,2,1,4,1,3,1,2,80370001,3,1,5,5000,1,1,2,2,2,-42,-42,-42,-42,-42,-42,-42,-42,2,6,5,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,3,1,41023,41023022002,24.3261158686
319702,1,122002,4,1,3,3,1,31,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,3,1,2,0,1,1,1,8,8007,1,1,-20,-20,-20,-20,1,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,3,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,922,959,996,1,1,-34,-34,3,5,2,1,2,2,2,2,1,4,1,2,1,2,80370001,3,1,3,2000,2,2,-40,2,1,48,48135,4813553388,2,2,2,1,2,1,6,5,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,3,1,41033,41033122002,59.9087320672703
296202,1,112002,4,1,1,3,1,23,1,-2,2,1,4,2,2,1,0,-10,-10,-10,1,1,1,6,1,-14,-14,1,2,2,6,2,6,2,2,5,2,3,0,2,2,1,21,21114,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,922,1,2,2,-31,8,6,800,1,3,3,2,236,7,2,2,-32,2,2,2,2,3,-33,-33,922,996,996,2,1,-34,-34,997,97,2,1,2,2,2,2,1,4,2,-37,1,1,80370001,5,2,-39,-39,-39,2,-40,2,1,35,35001,3500102000,3,3,2,2,1,1,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,3,2,3,1,41013,41013112002,108.116070528596
628702,1,242002,4,1,3,3,1,25,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,4,2,6,2,2,6,2,2,2,3,2,1,8,8035,1,1,-20,-20,-20,-20,1,2,1,1,1,2,1,2,2,1,2,1,2,1,-23,2,2,3,3,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,922,996,996,2,1,-34,-34,6,5,2,1,2,2,2,2,1,4,1,2,1,2,80370001,3,2,-39,-39,-39,2,-40,2,1,48,48141,4814124000,3,2,2,1,2,1,6,5,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,3,1,41033,41033242002,201.080420528141
606502,1,232002,4,1,1,2,1,26,1,-2,2,1,4,2,2,3,0,-10,-10,-10,0,1,1,2,2,-15,-15,-15,2,2,6,2,1,1,-17,2,0,2,0,2,1,1,27,27016,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,922,1,2,2,-31,7,4,850,1,3,1,2,236,7,2,2,-32,2,2,2,2,3,-33,-33,922,996,996,1,1,-34,-34,6,1,2,1,2,2,2,2,2,0,-36,-36,1,1,80370001,3,2,-39,-39,-39,2,-40,2,1,20,20209,2020936000,2,3,2,1,2,1,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,3,3,3,1,41012,41012232002,305.919335951655
582902,1,222002,4,1,3,2,1,29,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,4,0,4,0,3,2,1,16,16017,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,1,2,2,-31,10,6,150,1,2,1,2,485,3,2,2,-32,2,2,2,2,2,-33,-33,899,996,996,5,1,-34,-34,997,97,2,1,2,2,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,6,2,1,41032,41032222002,15.7280204354004
141703,1,52003,4,1,1,3,1,28,1,-2,2,1,8,-7,-7,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,2,0,2,0,2,1,1,16,16019,1,2,1,16,16053,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,834,1,2,2,-31,9,6,1200,1,3,1,2,485,3,2,2,-32,2,2,2,2,3,-33,-33,899,996,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,4,2,1,41013,41013052003,19.2964399047877
